usuario,num_tweets,num_amigos,num_seguidores
Carolin83880199,534,6604,6248
jpbravom,3093,3866,3965
brotedeutopia,9252,5301,5306
ashleymazur4sub,33,3645,1271
gaabrielatg,258,196,55
AntiprogreA,131,504,26
EmmanuelMuEs24,199,193,111
tome_reinel,104,1226,83
andriu__bxst,983,309,280
iosiadacz,1429,699,523
MeetingsGwen,2,4331,305
JoelAlexander40,915,2437,504
assisfrederico,50,1278,125
NazwaSuryani,1,314,31
Tenshi010,3061,389,118
PorunChileDigno,12797,1422,3557
manolito_albo_,595,986,101
Kinttra,606,112,25
Coffeelicious15,41,4337,832
Ale255_568V8,16253,5695,5224
GummerMetal,155,1738,373
jacquen81,8332,605,248
jimesierralta,539,106,113
jonnathanhames,64560,1589,1150
YC_Kang05,56,73,36
Canaldelsur,4449,348,7791
jorge18307676,0,14,1
Yakasovic,198,718,236
combatiente1960,31162,466,317
JorgePeaHerrer7,268,133,24
marisolcrystal,332,85,7
anmasterjedi,53,84,46
SandrahPebre,2464,1899,1713
Juliane_Vieira,1224,107,113
angel__jork,2720,797,139
MustafaKayyali,685,1748,962
viruma56,25200,2841,2590
RorroSilva_,52238,3677,3369
Hugogodoygonz,1312,1324,1238
juancamposmorag,26,194,39
GuillierChile,1084,1988,1612
fjmarin,1200,1618,554
elloqueado,117,2136,1309
capaciagro,604,1048,786
SaRaHBrasselle,15,224,104
edu_styles,27,42,9
ZaraAlexander,240,718,256
alberamirezb,3,42,6
AlzaTuVoz_CL,9,59,24
Felipentium,8812,318,2868
nitorral1,149,608,43
natachamancilla,62,269,157
arno_roa,137114,3715,3276
KenoMiles,10,119,9
EnvmicrobiomeCL,278,1335,697
dazschmauk,15,295,102
Without_falling,2598,1110,342
ykeppinn,3,98,2
TheUnicornAgus,793,503,116
lihuanjun,31640,4208,14827
SeRespira,19911,1525,1028
fabifernandezt,3354,2586,2694
ManeEspinosaR,70,255,42
hayegod_,2715,337,2018
FcLGimenez,1059,4189,703
walecor,13,58,14
masterkil999,26,70,10
BabieKerri,1,502,293
atarpm,968,2666,448
Shiny_Account,34729,889,705
felipehoffa,4844,5040,13259
jcminones,5627,1363,656
itaticeschan,883,237,57
Can51Esc55,519,463,533
abejitacata,3,30,3
Tocomples316,169492,21116,24187
CarrereIsabel,1230,510,136
macetaytierra,23,88,14
aka_katinha,16738,408,660
Area_Mujer,25123,60607,69417
jimenezciudadan,13888,483,673
Andrea80391605,661,57,27
catalains_23,6,254,63
mvianna81,0,17,2
mapcity,26206,51634,72275
renevasquezp,11,95,21
mitespato,1323,419,353
carballidopabad,36221,14692,14505
BancoCi75710275,0,73,1
jarpa,7709,1046,560
EnergiaRM,6896,2043,5135
AXPG,60,73,20
anfutrans,113,717,753
leyladelab,26421,2506,5335
Marielah_vegas,1491,715,368
radiolabase,14623,769,579
Amedeje,762,249,151
JBCAMP30N,26830,1578,1644
beacamacho20,7211,413,201
PalavecinoCL,73784,5853,13261
lmdietrichcahn,229,268,45
Vincente_____,81,86,3
Daniela41800502,45,62,14
AndreaRvet,202,277,82
casal2em1,157,129,12
Dc_Arka,5051,737,785
alfonso_fts,140,1944,292
MyriamMorgado,9318,3633,2599
luisdip,4451,742,342
rudolf_chile,390,1505,124
ElTiempoTemuco,4401,2913,2915
BosqueCachapoal,2567,2189,1096
SamanthaNkosi5,9,870,221
laloxrealG,64,1699,479
CepedaMarisel,2303,895,134
RosmeriRA,8222,8841,17346
WumulStudio,36,3894,1612
EliaasMB,553,365,36
covercelll,1,2225,353
Anakin2000,1033,28174,28574
abdulaz84979431,26,588,311
sanfordsfhs,1,2191,33
ValdiviaWeather,16538,2651,3357
rubilar_jl,325,1850,294
cesardisis,5,340,36
paolagaytang,437,388,217
BoozeMoon,76,2615,6036
Lebluevane,1712,42319,50956
Ro_SaavedraM,12071,7176,20929
camilamhr,68912,689,1443
brenthultra,224,1988,3552
azulcalidoo,17372,928,955
rosariovigneaux,1077,208,57
rubiaelenagonzl,15,4460,457
magdalopezc,102849,2935,19201
conita_mr,44,45,10
CdmxHuertos,460,665,182
judkasan,1016,1120,445
IvetteRoaM,17,136,40
Immortal_Badass,4386,770,300
lilitacruzada,66508,4968,3714
jsegueld,44057,2655,2211
MacaVV,30,230,40
Leonjan13,9,78,9
tulipvault,786,672,692
ymatias1,4,251,16
GualaJohanna,6752,397,237
floreriablumen,1,952,110
MartrePierre,233,115,186
sebuscaPaz,1245,571,232
Grafton_Chile,4168,1359,1005
ViaAlerce,573,113,71
Florent68113915,813,2715,492
joseIgnncio,727,1226,139
AlexisSanchezJL,136,467,114
LCaceres27,36,173,13
clauzfo29,1099,1888,600
katavillegai,15550,4256,2092
thony08854748,2503,1582,846
EMuttel,5183,669,375
2514Fabiola,2,236,5
beacrole,966,319,107
FelipeDurn1,543,515,81
gianna_abraham,738,716,131
NelGRB,16663,1415,531
MagoRex_OK,2334,1818,544
Int_55,15537,4925,5020
twteer2019,9135,3271,82
EduardoNaha,14,55,2
Cecilia99910541,2213,5000,3615
pAbLoReN_Go,1780,1208,168
Andrs1638,7176,1302,428
Realantoozil,28,58,10
jessica150582,1,50,20
bersezio_pia,593,2447,1878
VivianaArica,0,77,9
Jasnarline,36,35,16
ObsCostachile,1387,1292,2110
Dcaliva5,8,10,2
soytopher,20580,3672,8878
Franeza_GL,474,638,87
tito_moya,782,166,44
ARTTOOLIVE,657,1874,471
DiegoGabriel32,769,250,50
Fotografo113,100,2693,586
Justfor25046256,225,1594,61
psaliciafuentes,1339,2615,785
Clau76424787,30,439,5
Patoicio,676,455,250
dLiRio,219728,6484,10071
nalian_li,764,738,172
Leontynesjr,7173,3171,3179
Listeilor6,23121,2584,1921
dominionglobal6,170,3769,1195
cvf_los_lagos,75,205,83
amadeoam1,30,296,3
MilaRamirezA,13233,670,513
hpavezaguirre,1117,156,40
ItalyjustmeQG,1894,778,630
RapharlMusn,225,3355,3357
LaValeOchoa,698,409,155
Mito37010210,1035,6669,6750
PiusDantez,8403,1660,2422
CarlitoVidal,527,220,107
LagoConsultora,102,848,32
CoquetaMidv,19135,13757,13710
paprostoremx,15,144,13
AnibalS02650006,0,60,4
karlarodriguezv,19654,3778,3785
benjita_ale,2370,285,148
ericrichterp,19112,4734,5122
fundetrabajos,20,434,35
FdtRipley,888,419,245
Elisa51123543,16040,2511,1264
ironman_3_16,23765,4129,1527
fgajardo,119665,1036,1630
Pato_proChile,2264,4484,3389
abastiblepangui,17,134,22
elcomedias34,14342,1409,659
araucocallejero,13,115,17
cofichile,3765,683,778
Felipe_Israel_,105660,4234,1426
SomosMGL,18872,1113,986
ComiteLucha,239,202,532
NicmarGil,807,181,184
intawi_cl,71,242,139
multihostventas,13580,2733,838
Raul_Gomez,33,34,20
elena46855941,6462,12076,11299
vegorditos,178,369,378
GeorgeKinberg1,218,508,248
javierperezferr,35,73,19
MartnAlomo1,252,1161,166
andreagarciacc1,0,307,72
PabloToribio,166,758,220
NIPAOREY,92,300,74
ricardoconchali,11099,1959,1425
fercebrita,114839,5170,9745
nico_castro,137,575,130
unda110,17761,2038,2044
_matiasvallejos,1976,668,2444
pv_faria,2349,840,652
SP_GF_,123,55,1
elia_vasquez_t,6170,2674,2665
juanin_666,108,1913,231
GraffSashka,659,3039,3084
faundes_jose,0,112,23
RdRepublic,2641,3371,3293
dios_undurraga,9,113,13
pablosorio,78,473,50
La_Milly,12613,2241,846
EddieVanpoe,1800,610,241
radiologicocl,309,1858,466
diegohenriquedu,2446,991,383
marcelitha_1995,1,29,1
crazybyoppa,287,534,193
AragornDJ,41363,1852,383
UnpEcuador,4232,1504,2720
claudioapruebo5,4922,4997,3952
ivan63273318,24486,3760,3822
osocinco2,72,156,218
pohuenumilla,323,236,335
oenasa,7495,2159,922
FransiscaHoly,15,144,18
Kaungly11,16,255,215
czuletaf,44151,2122,1479
cecyestetica,700,535,146
calixtrobarrera,4,324,35
SenderoMarcial,901,1844,385
fritisa,5366,4498,3167
_CaroP_,1005,600,171
Panchoftwitero,26446,10152,12712
mane_munozb,0,109,5
solesepulveda,9402,1784,1218
DeltaJey,112519,9361,16623
opato_matheus,768,2415,255
DanielH03410062,2,376,54
JaviOportus1,12444,184,218
Enrique46350790,662,2742,654
adelgompick,110,297,36
Ferzitalo,4964,1241,619
DanielB68840945,17339,717,413
Marco_Sw_,7692,1238,989
Christo80008203,651,173,34
borisrojasl,6,22,5
patodiax,16798,2413,655
joel_asenjo,2887,681,277
vekio10,0,86,14
felipeperez_3,139114,15089,13715
wowowfaucet,30,2957,268
ReformasLATAM,9005,6014,8412
ERIKA_ROSALES82,440,277,15
franopinante,2592,790,622
elisacd,25,45,33
TuTiendaDPadel,722,953,253
SanMont1,37803,11503,13031
barbra56,107,88,61
TirodeGraciaJPS,1635,4303,3377
EstamosEnVivoHD,44,1128,284
valyta_e,52532,10540,10486
Twiternormado,2335,2104,122
Diego_Leon_98,28,110,3
ServipagOnline,25006,9100,21988
PCampisciano,67,238,11
nanespub,39916,3014,1565
luiseponce,795,1338,62
BessyGallardoP,1718,1736,3241
Eddumontero,92,172,32
veronic45986679,3,13,2
J_CarlosGuerraT,1459,1502,844
leo_11salas,2846,1627,908
dip_jmcastro,2829,2290,4973
DavidPaillanC,3781,613,627
wnfeliz,140487,2194,2098
Nnegrete88,5940,1768,525
rodrigo181265,0,58,14
gloriaaguila,41,1014,107
Reformisterna1,1504,5397,5371
Sebinoo,207039,4999,3118
Jock3rsk,2256,1274,284
PamelaUrtubia,509,541,56
uaeziwwhrram,40824,1717,1589
estebanmendoza0,8462,139,16
beear_d,64487,3440,4391
mana_nero,1905,2609,2516
ErnestoAllaria,5351,1025,3305
tarchbold1,2091,211,204
Nicolemug,8876,772,295
Mohamed_Douhri,1048,301,96
Ailati18,1980,2515,1822
lacaiguda,5474,5931,6099
macandradem,261,589,156
CiesasGolfo,10168,1266,2254
EGarca3,0,673,37
acardemilo,11427,1928,1941
luisjary,1762,878,201
betziejaramillo,2595,763,159
PhenomRedBull,325,1667,426
Juanma_ext,16253,1167,915
Dateate,6686,613,894
PameTapiaMoreno,6126,2179,925
karla_pangola,194,304,98
hugo_molina_s,34,58,41
dagosmar,9393,3436,404
rhon2008,87774,1641,4339
danielh_foto,202,949,174
14aguii,261,972,165
rhmanagementdig,4799,1841,2952
sud_le,2,740,136
rsanmartin74,7,169,10
timeUPchile,2159,803,435
PastenesLaura,13115,2563,1122
gmez_sofia,431,95,65
ohhfreeman,4261,1747,276
wasupcecs,25065,2667,2584
magdalena8810,893,1722,1466
j4r4_,173,121,96
kruzart,545,304,289
Marl3nciitha,84,150,24
Cecilia25263993,6711,1349,1712
jhidalgomd,92,1083,152
ccardenas_silva,13595,4445,6202
dolransd,1041,603,82
JuanaGarcii,104,1187,709
mpobletesalas,2492,723,542
asmdomeppsk,0,171,12
Conny211286,2,48,7
Diarioenaccion,56683,4370,10933
OnBaca,233,126,46
bullatop,101196,5402,5837
HOPUbiquitous,2720,5001,2380
Conce_Inclusivo,67,183,89
BastardoQuotes,49978,54647,52251
QuezadaCar93,1141,123,30
carlospoveda16,4753,1241,209
navinmohanani,901,1514,433
CorazonPirata2,151,232,66
eugeforestal,46200,920,1192
nubi_zalazar,9236,353,399
Salchichas_cl,5763,4880,4319
fredy_priale,293,121,20
funnyevil_,467,24441,21284
Saulgallardo07,799,1361,541
Libertadydesar3,1439,641,382
mauro_riv,20171,3180,2762
meteoandino,21422,500,1498
jarn2008,106,148,67
apolosunrise,44703,2387,2349
cdomval2020,7538,2469,2438
HiginiodeCea,5733,5000,3111
MaraPaula_Villa,94,608,224
robertopucheu,18319,4533,1920
nibaldo_ojeda,748,301,94
gorivalpo,747,2261,519
varriagadac,3229,170,146
Marli_cv,1813,318,61
GameBeats_Radio,4,247,43
winkler_marcela,9,37,6
brisasdelsurpuq,67,1823,459
GustavoAlarconN,47,38,31
MANROXA,3432,2018,655
miblogaventuras,166,164,98
oscarscarel,6685,861,258
apagolx2,7,101,13
Genesis71314948,0,14,0
AravenaJohans,7966,18286,28312
jeffy67742961,19,163,4
EdinsonNegue,267,250,24
Sibucsc_BSA,2377,507,253
OrihuelaEdgardo,1048,137,18
CataTroncoso8,720,168,140
AmpueroCartes,2046,537,253
PodcastTuesdays,22000,1876,974
Moni_mumm,35725,5047,5255
BarraMarion,146,3081,465
ComboBreakerCL,49,203,117
Sol_en_Aries_,19145,1490,1131
alonealejonow,38516,5518,5263
MaryorieGonza18,1,67,11
glagnelix,829,761,349
rocioarayag,2152,4176,2062
Adrian78816956,4,48,5
EstudiantesStgo,528,361,509
SilvanaNHR,94891,15009,13674
rvcvcosta,76492,1819,1795
ASI_SanMartin,1355,1386,484
valdichileno,16828,885,3427
tilimbom,10771,3665,283
SextoyVegas,4,3854,261
interjet,178672,45774,957622
sqb27,90889,22656,22441
teosaenz,7130,465,125
PabloElguetaF,247,1183,417
veronicajavier1,290,521,22
Charlierwi,79,1716,1210
Expo_VYVA,241,1746,607
Ajigborin_Jesu,146,648,186
karuss91,221,791,561
BelenSaldana,5429,999,622
SACALLAMA1,39981,11541,11939
mariselacachu,653,1329,1277
sanromanantofa,33478,6207,8190
NoticiasExceso,77158,134304,154379
tupostureroo,541,1270,55
NeldaInsGallego,1,68,28
El10Clasico_,1640,1141,168
El__Gonzalo,22978,1599,4316
Leoarado,1,11,7
Iquiquevision,31722,4812,6529
GonzaloSilvaR,4367,1012,268
MH_LosRios,6186,585,494
costantinoviaje,408,1897,550
HortenciaXArica,3844,2675,1504
XEnglisch,515,287,225
PaulaSalvoDelC,12052,2025,1953
mujeretc,7606,1213,1350
cheverevzla1,2194,30145,116443
edgard91,19,53,14
isabelr32210642,24213,6537,6417
Elfaropenalolen,270,532,118
DreamsOfQasim1,9131,6399,6316
regi2702,408,331,207
guillermosotov,8186,1145,1305
apablaza92,4,14,2
natalillaa,6471,2301,1031
followmeperro,18947,754,489
Isa_Cisterna,829,182,47
gladelrio,2039,5500,7208
guillermopinoc5,14859,7727,7294
pau_monzu,56901,1802,995
CMonzoncillo,177,208,95
Frankit12361612,4,63,2
FrsesRevolucion,13846,4778,2687
Alejanrrra,4806,2647,1355
PelotadeTrapo10,60,689,223
apartlomas,401,615,323
ester_manzo,10,41,14
RevueltaChile,859,3046,2982
Angel_Fariass,23049,787,875
CuscoCosmo,164,4085,1695
pegadoxel,395,1951,768
rvasquez_m,12899,3186,3127
libertad2001,10,320,20
PabloHernndezC3,17,61,7
titicoronadov,6,38,7
LuisRam00558989,78,4883,965
josecordova3001,92,943,41
SixtoArmas,539,1036,608
AyoseNaranjo,676,398,265
aleschildz,850,269,126
manterola_luis,9087,240,231
give707,76,250,13
lotz131,1885,113,73
nhansenroses,9671,4755,2965
migarus,1536,965,250
smneder,11898,10647,10570
Indirectiss,653,339,140
marcelitapaz_,20,536,104
FiebreDeCumbia,1126,1864,2553
PeggyPiercy4,1,635,294
ClearAirCarmel,151,657,159
AQuenobi,25532,632,363
torressalazarb,8,51,0
Gennira,17,85,20
realHenryBoys,9726,8277,34399
Filtronoticioso,73,526,145
pabloramos88,3878,2452,1300
banatroncoso,40,102,39
GervaisSoto,1,2583,225
_skyhawck,300,1840,169
Cristianorman2,3677,269,155
EveFitCL,13283,9406,22155
gladysr82920759,16,36,12
johnprietz,15903,51783,62325
RaulJaraSuarez,8,154,127
listabfedeunap,2550,218,51
rcastillomurill,19151,10423,14627
LearnSuccessNow,46438,15139,15793
410Wilmer,48,1387,224
alpacomo,683,206,30
Umberto_Ecco,13317,90023,98146
Manu_Vargas_,7926,135,188
HenrySarmiento8,199285,85967,84204
SciComUAI,9,185,28
Jacky63645964,0,10,0
DiiegoDelEFORE,78,142,43
CSMuller,3708,466,485
xkachorro,23,82,81
karinvelu2,224,50,10
Skamilo0,2838,243,358
dvelasquz,658,1203,631
CrissolMorales,13898,3960,3529
loretobuchner,2,20,7
lindorfovet,40074,27581,101948
dannyvalencia92,1,61,10
gajardo15,23,776,38
fvialesports,3294,784,331
despxrtar,171,228,224
joacobae,64,63,26
Karolay77433178,0,62,13
TammiCristina,199,139,118
Carlossassarini,219661,2388,5931
petiterouge_,144,357,280
nicox_2110,87,149,20
3029Maquinista,34,231,84
MdJashimAnsari1,127,1089,77
diegopantone,4653,680,301
Munene80,5438,4988,1979
IsFK_1,1,1366,154
AraukniaVirtual,20,1434,557
hernanperezdvc,3491,4608,1204
alesalasa,830,243,108
PablOcOroa,17,881,102
EllaMatamala,6562,151,147
panchofigueroa,9253,1475,29364
Balutaku_covers,795,231,182
Ambarete,394,159,29
sanbusvill,1,74,0
mcotevergara,8307,676,413
PenSativoGC,79,211,8
juventudmerino1,1,83,11
JotaElePalacios,57031,3426,1488
FalquiMarcela,4665,8682,9163
erichxander,214,159,81
CulturaLautaro,267,282,265
FreyaFacha,18402,3993,5141
monofuturo,3691,21252,20008
alexisrebdo,32918,5364,11516
hugofonsecabl,325,1087,562
leduardovargasc,77,1912,1381
Eduardo_inc,88,254,97
arandafio08,34,844,358
cristiancito_47,34,258,39
LEBOCANDIO,10948,1158,522
Rodolfo06818959,499,1179,141
ivyninoska,211833,10032,16040
Nela_3008,9189,1796,2027
marciano_Dj,425,744,311
perrefe,4887,330,346
bianckfs,18,972,335
COKEU2,489,473,317
Argentinasubma1,191,1188,393
Nodanolafamilia,19,1321,424
boxcarter1,23540,2759,1333
catar74,10,123,12
daft_gray,6811,182,270
msaavedrazapata,0,131,16
YFabianovich,1,19,29
Romina09100712,0,77,1
Patriliovillanu,540,805,252
Groot4RMX,17,915,26
CiudadannoChile,23259,4999,1902
ArcTourism,156,270,67
StanleyMonteci2,10,23,2
ronaldrojas,519,218,133
Aviation_Intell,414,327,215
rey_rodas,1,9,10
masvalesolo,1715,3405,1409
GIGAPP,20781,4151,9768
Maracetamol,1312,545,395
juanathor,15846,569,296
Brandon32594825,191,2874,170
SGuardaparques,371,355,461
Falcontransfer,93,89,27
IslamM77155089,82,1106,79
archivo20142018,17870,9180,224477
JuanIbaceta3,0,10,1
PorvenirValpo,1553,1093,202
VictorLouSan,180852,431,3468
acorrea1811,4,639,128
rrespina,242,645,112
EyChicureo,26590,4910,1268
felipegarciark,15,63,13
paz_charpentier,6118,5120,5627
strngev,174,2464,1197
ejc360,11291,817,538
CaminosdeChile,7913,9441,8677
Alejand45432069,310,584,49
karen80_,985,1697,1690
veronicahv07,51,179,36
paz_canelo,10874,671,342
ManuelR46018107,43441,1150,1021
JosDenize1,19,108,13
ange_abar,332,108,49
dion_dioniss,34366,2756,2807
galaxyNFT,69,585,592
AnnMersalas,2805,2171,2556
palbornozc,1231,261,153
RadioCreacionR1,2,20,0
mariaafer09,32,243,37
VinPhilippe,0,4331,1117
sonictoyhunter,6998,6661,7634
DanielMunoz29,3209,571,150
B0RN4GREATNESS,22751,6651,2566
VegaMauriii,16047,4873,2389
CChCChillan,2932,912,1840
malditap0litic4,431,1822,2600
JohnODea8,5915,3416,2414
inteluar,0,82,103
HCarrascoBlanc,908,386,369
BVenixor,3,616,73
ketyon777,151,3141,3301
MarioAl36049872,45,61,5
Pancho4Perez,156,2097,2041
profbkb,36,48,7
AARONHULISES,25103,4292,1158
DiarioTitular,141385,13784,26142
Caro90472161,1,13,5
sheruskoverdeso,89,104,31
mabrigaray,28430,6031,6264
sitiocero,28438,13377,14679
CarlaBarBen,29798,5638,5156
BekithembaZ,133579,31352,35253
pazmarcelitaa,0,141,18
JeneaIA,937,649,1677
Kata41281930,6220,559,357
nicolasrojasb,3686,579,467
AleeHic,6839,194,323
pegasdelAgro,1016,2990,463
LazarteMa,141,85,36
FelipeAndresNa6,8,16,2
eneconpalito,61,220,29
revistasuchile,9782,3245,3723
JozueMndz,8,220,57
indignados__cl,120,586,131
Risk_LaCrome,9065,590,704
rclopez72,14,46,14
ferrrog1,2607,4773,2615
leveaust,98,132,31
sosahumberto1,31136,4716,2892
JJCCLosRios,1018,1884,1721
mafis0001,32082,2025,1884
CLRadios_AM67,10386,2892,1822
lauracaleroc,611,311,134
CarlaLaw06,7,88,27
CuminSamuel,17,588,132
pornchxr,21,942,9
pascualibanez,10158,1588,7537
playNOmorearg,10269,2007,1666
AponteJannet,4448,15,19
olivapedro,7458,317,132
LIHR15739528,5,14,4
unholster,3066,794,950
_leilape,264861,3334,3256
DivisasAcciones,6866,6123,6706
Caro_Acha,8677,276,156
BC_autonomo,294,2018,2280
igrubioa,63,3339,2644
mjmonsalves,2756,593,527
michitovichito,0,17,1
retsonbiz,18589,12689,15625
VladtePestVevl,2474,1346,544
ScarlettCruzada,122580,2455,2731
AsantanderDr,1648,829,3112
gacitua9131719,23033,1403,602
Hfviveros,2968,3886,4316
CokanoMix,3156,1068,301
Feriavirtualde1,6,330,43
r1ksterFM,28959,21735,32304
TenetIngenieria,15,1174,96
crissonata,1827,418,283
franca_moon,10154,1649,1082
espio7902,49022,1154,187
TrumpDorniM,9032,360,135
delawabogados,450,1729,535
DrakHov,257108,7700,6999
c2clady,7782,367,188
5aldiachile,7686,10372,11649
gbucarey,35001,461,406
crazylove1975,8364,2913,231
Nathaliedtorres,211105,1895,882
ArnaldoEsaa,390,385,63
expovinilos,20,183,40
PaulVMiranda,20,231,102
LIsa_54321,11,114,34
poploIita,25428,511,623
trouxa_por_tudo,4,7,5
Jose_luis_soto,373,808,202
jiucheeks,14323,644,220
PanchitoGaFe,32,992,191
mcardenas1086,16,815,47
KoteBarrera,57,67,18
emily_pinedo,3,38,2
HctorLp83211742,443,365,66
marcos_ilabaca,16343,3655,7171
fteuber,20056,6162,5602
misterbotija,124,165,14
VictoriaSeguraM,1797,315,222
rosalespinto,85802,3467,2207
ricky_alboo,25681,2034,1940
fernando_a_s_m_,166,176,24
RAYMOND52582502,37,159,13
katykuhn,2151,1043,772
AdreiEduard,0,442,80
jeremias949698,13143,1421,1342
OyarzunNovoa,13,153,20
dep_nauticos,2104,107,131
Natalia17867409,164,0,26
rodrigmnz,2113,349,201
PierreCurieD,35884,7353,9602
ori_colocolinda,8016,835,1034
patriciom1963,7314,2866,2748
tuopinas_cl,862,104,49
gmarquezcadagan,1328,941,508
rodrigofachero,20,505,69
Fernandabravop3,9,315,9
osita15_,35,62,12
mioyanedel,188965,12698,15565
MezoneRives,349321,4997,2418
rleandro01,23125,2956,1148
Claudio39917211,7,159,31
rianxeiro,38665,749,1364
cerispaz,1053,483,153
vioceci,4134,757,162
Sir__Rod,15600,1044,652
andreabarriosf,774,586,103
_andres_pablo_,14097,2061,15618
XD2011XD,2,101,5
sauterel,8778,1857,692
SafefastL,24,876,71
Patrici70331577,180,768,640
juchandesign,4711,495,193
Victo_qumv,155,69,4
JuanmaGodoy28,19,69,36
claire_lea0,671,226,140
eventosfuturo14,3337,454,74
rubionec,996,1358,348
jaimemunozoyarz,173,7,5
MariaStella_98,626,1859,545
Ess44061894,10391,1243,513
iKakolita,43554,1176,698
polomartinezu,0,177,16
TeamBestpcEc,537,2340,1081
WilliamsSpenc13,3,145,20
anngiecp,22,149,32
RodrigoLagosPAC,404,737,391
MariaAstorga11,26991,7013,6529
_CristianE_M,1122,34,51
simon_soyarzun,221,324,63
Patrici31479545,0,132,6
muni_angol,2268,3868,6538
pp_bbss,537,2626,1269
cicanale,9527,1486,4596
HertelNicol,534,398,100
sermon03,3864,2475,283
VaaleGaeteA,0,16,27
muritagf,4073,4998,3862
jgajardofalcon,58,849,365
oncol_trail,90,595,288
DnTory,821,1863,796
pau_liiina,132941,10381,15186
moreveraoo,941,407,197
JamesDArgo,4571,1545,1909
ArqMawiza,154,590,448
ArielArredond13,389,627,1142
Inefablex2020,12227,4999,4144
MediosyE,2570,497,136
afif_lmg,7360,5358,5281
gallardo_delrio,654,474,476
facontrerasm,0,66,9
rbkvega75,224,114,30
LeehMarinna,1,185,25
djsnaphaiti,1917,881,1185
Malesanta1,1712,851,1893
rmmatus,3008,3807,2731
Bruja_615,4920,86,66
HernnHidalgo,21345,4964,4383
AlexLuc81142347,2,140,41
axlfoxx,520,459,429
HINDUVEMURI,8,282,25
masentle_mo,55259,39923,39518
alfo_hermosilla,3062,1363,720
artboostcom,1237,4198,1367
Rel_Chile,12,426,481
CesJav77,1271,767,653
clubpatiobar,1323,529,502
mglosrios,298,426,205
JuanitaExConsti,48316,9031,9118
CEDUACh,198,425,593
lovemycurvy,1480,501,302
oscarmenav,3251,1597,2574
dhurtadou,646,647,168
ElenaUrrea4,6103,242,213
Ronnynorambuena,739,1352,800
hrbritoc,26,4,8
fco_burgos1,37,56,11
SociosArellano,6946,11162,21769
iberguecio,7790,3863,468
Numo777,9927,1600,1173
vocerialosrios,27560,2522,7748
VanessaPazMonc2,5151,3422,566
EliCarcamo,1676,114,35
emanuelapaul13,47,136,182
FraccionChile,1652,1595,4572
conibasaure,4069,1162,536
Angelic27484885,504,131,30
elnegroterrero,147630,9149,8926
AIPEFnoticias,19920,2552,3599
cosorio123,56,294,105
patitocuacuac1,18217,986,477
Eduar2Lm,11494,5653,6135
Mopi06891276,8,165,8
gertfindel,10239,933,955
Pluton401,80,1092,326
MHuertaT,236,254,116
ginoberti,28,242,35
ElLuchincl,9898,2813,1836
Klauss87157645,29,502,12
GiovanniPetri2,111403,8885,13994
RemilioCMDesig1,1905,1748,539
celebratars,42,124,40
EnoturismoCh,11332,4923,3766
txx_denisitha,8,60,11
RiverosLi,1029,1053,112
AchouPerdeuMack,182,141,44
ChalecoRagna,25434,16456,16616
haitiinfos1804,10927,94240,90183
kenjon1981,12,257,61
CataSpencer34,2378,2196,1189
lacombiconclase,2,81,14
SrBoris,115168,41233,43977
citywalkslive,132,968,559
elkardashianxxx,222,1506,1591
cid_fabregat,5,440,26
TEACUSO,134643,1055,1265
bastiann1990,1,116,2
Magdale84811361,83,2064,300
chilenosconhumo,57,75,10
mirlallende,45007,840,680
xeexooo,8741,4410,3473
XimenaJerez3,5,81,9
NeoNetworkChile,102,1754,1319
GAncilletta,6,423,38
mosh17986628,5826,222,74
AlejandroYaezF1,1949,2061,690
SaikoAdictos,2627,2449,1422
javieracarsm,29154,1338,1340
parejabuscapar7,52,417,710
Hindu_rast,6423,70203,250069
Javier18217,189,568,125
ApdiJavier,2280,737,835
DoreaShalon,1205,90,60
WalkmanTM_,25021,5114,6052
SeductoresAyE,5,220,49
Pssngra,334,2721,431
bastian43489191,1,47,3
vasco_moulian_,46478,225138,322000
MaxAsenjo,52,100,6
milodonfm,8262,685,856
consalud_asesor,22,989,85
RealMad73601261,722,2183,881
sjenpedales,40,78,31
DiegoSafian,357,428,125
PilardelaHorra,23384,7833,11112
taniaoyarzun2,0,2,1
JoseMan04593097,0,79,15
SaludbellezaY,417,331,154
mora_wladimir,391,978,132
olgabarbosa,8334,1669,5929
merchant4881,968,4997,82
valeria_18valdi,2,83,22
oscarcaceres,35461,852,12299
karinenino,2063,2541,12112
RonPiggs,22,70,7
AdrAsesores,138,230,100
m_leyton,6483,3305,1457
ziraxyou,2,34,2
sepulveda_cota,160,239,17
jrocha2016,8,123,24
Pat0_pat0,60,76,44
mohaaaaa04,100,311,22
juanseapi,296672,2619,2785
casa_memoria,5564,1700,4848
JCuesta_NBA,0,63,8
PortalesdeValpo,27898,2198,11599
FabooAlonso,7743,1427,397
PoeCasanova,1095,265615,395307
Daniela08339763,18,78,24
braginaizolda2,89,686,27
santiguinos2021,104,1449,2356
TomTum42902640,906,1274,200
jai_millo_la,25462,9383,9173
MacedoDiego82,302,974,103
currealabbe,1311,472,414
Lismariam,18397,1161,192
Ghzl_3,141640,44848,46865
M4TINEE,1578,237,164
maxmonreal,731,136,70
torressilvana6,201,356,68
Munagropecuario,159502,49156,54539
mystyou7795,1592,697,193
ingridP22688450,10,528,30
unbrtz,17,91,92
EpoxyGrout,1656,2326,596
