usuario,num_tweets,num_amigos,num_seguidores
CTr3po,6804,851,314
mr_fntstk,5333,218,113
MarieEddie2,15,1148,154
TENTAKISUSHI,11,489,80
Alex_Venegas,16155,3272,1066
gvillafranca,11486,1270,2723
MasaCriticaVald,1254,1292,1373
KecjimenezKatia,16,51,9
Radio_Riquelme,19692,3564,5769
jodi1tutt,66,3646,3025
Caroline_walls5,13857,3329,3345
ochoa_cabello,446,114,26
vacamanosa,8945,453,340
annaritabsb1975,10512,1849,1432
McKarlitos,13394,1265,1019
Elena02811791,10,32,6
pilorium,1040,169,65
respondetucapel,1162,647,436
Marco_Agc,9112,409065,484758
GloriaGaete,355,238,84
Ximeosorio3,0,65,15
Lucimoss_Salud,116,130,75
Pacheco_Ross93,2554,8894,9214
EduardoHebel,1717,2131,2666
NorbertoTraub,6039,3422,3375
Patrici36356073,0,78,2
AdolfoA1969,8131,2571,1902
fefaberry,68713,32922,30598
ZB2TT,418,1531,1094
DescubreLosRios,14300,6277,8624
EsVerDor,13197,6527,38792
boomboommiau,1096,427,100
luisitovega28,2967,938,263
OsornoEl,880,1083,1137
YO_VENDO,15569,3536,12658
Odalys_61,24670,708,304
marijayaa,200417,2537,2795
julio_fig2,1306,1353,502
Carlostomas01,25340,2875,6940
lorenzoni_Eu,171,843,628
Marlen58904461,38,180,8
rortegf,6390,4650,3833
XimeGallardo128,12617,2634,1732
ieschile,15911,1132,9705
CesarKavic,9854,3446,1033
ErickSalSol,302,615,91
AndresCardenasV,39,123,35
valtiago1,0,26,5
mar_reme2019,2839,8869,8605
RNEAraucania,60742,13578,30078
ArmamaterChile,72991,9427,8980
Karinavw,723,1159,193
Andrees_ugarte,18814,39619,44810
Cahumada30,1600,767,263
jorg3lobos,186,354,221
AleMohor,1538,806,337
Joaco_FC_,120390,1577,1434
vilm_valle,39110,4393,22224
RiveraMetallian,197,38,23
38_andreafer,2668,846,35
mrchapitas,6464,2978,942
axcg2021,897,880,666
RelatorPopular,113132,76474,92861
Palaleta_,8,1435,164
oscarmonoloko31,542,813,349
dadalu_,51438,1942,4206
alejndrastfy,5767,1461,945
maigotighe,1192,266,73
JackSparrowDice,25735,147590,270057
LlanosFlo,43331,1851,2059
derlisespinoza,1436,806,162
AlexRomeHED,86,183,86
jicevan,13,15,5
Fabyalba,639,200,61
haire_mai,177,2503,85
gab_barco,1430,303,48
Gildamedina,534,579,223
expreso_info,108164,15256,29110
holachaochile,4193,128155,197917
JAfgana,87981,3138,3058
Constituyente_,3406,3669,3055
garrido_pamela,13,136,29
Sepulinares,34677,4633,6607
VanessaUrbino,50,33,9
ChalecosAmarill,205932,90961,124312
VictoriaSalvad7,8909,158,368
Brigidinas,701,412,595
Rafael_Haag,606,3275,579
lorna_gmail,17,111,41
alvarorivasMD,14763,1235,1019
MarianoAbreu77,3,126,6
fpvpo,68,199,58
PaginaAyb,651,222,373
famp72,41,90,30
Silky_tissue,41,420,42
StylemeChile,4,651,32
NoHidroaysen,6315,40232,52740
Miguel_Raines,8882,524,523
RODOLFORLIP,6165,2944,2423
bedet_irenee,3,1021,362
bass_schulz,17862,787,484
Rodrigo19801324,122,262,39
Edwarddicker3,56,808,144
TLL_MAG,231,82,309
Tattan_11,5500,624,233
Session69783849,17,49,11
SerChile,514,822,977
lustdiorss,14,31,24
sdesic,33896,73279,67284
TrabajosChile1,17829,7792,14665
AlianettCruz,8,57,26
DiegoPerezP2,1,793,92
MusicaChile,527,8770,8568
eatingyyz,1199,4361,1350
EErlandsen,67932,12983,13512
monoangora,502,740,45
VSallorenzo,72038,3341,3674
PrimeraLinea9,13861,8014,8485
macmirandatenis,12001,821,1899
BurkunMohammed,0,1732,192
ce3waq,5,90,51
patcamb,2787,645,178
newen_kuyen,158,573,396
FelipeM89149026,2,100,7
BertelsenSalin,1880,1961,874
radioseis,2397,1109,750
vivirix,110,117,49
Brocolilian,43,113,11
deepak59968910,50,30,0
CatMoviment,360,200,149
ron_muca,362,347,68
TocReloj,3049,687,756
unionencristo,26254,30176,50807
LencyChacon,14,98,15
fanyaa24,135,625,88
Castillo161190,2655,739,142
catalinafemi,198,109,83
AcrolyuLorca,16020,9084,8416
WipCl,4272,4431,3698
gastonabarzua,2096,431,208
kathedsc,6,190,95
enzo_prr_,37109,4963,2548
ceotobalaba,44,487,37
BernarditaCar11,153,201,53
bRGBUP6xN1AIUMV,14,105,3
cfrankrijo,6,103,13
JaimeAlonsoRos1,0,198,22
teovallejo8,26,168,63
Wincho_temucano,403,1369,301
Champurria1,14436,590,445
claudio_16,13,191,38
aupb_,8,62,29
Reina_Japonesa,15626,1461,1011
LorenitaCofre,40479,4372,2104
hugomaureirao,17,53,14
Joseemy09,8438,2114,1188
CALAMACOBRELOA,1955,6667,6670
Maxi_arrua,35,89,47
PewungenW,40743,4987,911
onirico01,6752,1094,1046
subamontero,6,106,13
Arevalo_Perez29,71777,14577,14405
crmariomisael,167,592,255
Tony_o6,4,372,25789
fahim_677,9,483,117
Kikatgs,114606,6411,8369
rpinop,2425,674,348
patorique,1571,4727,3548
VietnamDiscove3,20,103,13
grigonomics,99,377,468
cegecis,548,459,744
nadiacarolin08,7,97,11
Indepxbachelet,976,733,321
analiaenergia,7185,5002,4283
guitarcell,18939,2015,1956
Jungerbruder,125,139,30
Lucypolilla,6627,1739,1324
Jovitandri,78,310,62
PCachorro93,777,173,23
Auz_03,371,599,102
Cristia60239641,13570,3587,2208
HubAlimentos,445,1228,740
Pako_Urbina,3466,1068,812
148_gaby,62853,4276,3930
MdAkash533,364,4837,3676
oscarleal1593,23,132,10
LeoCorreaV,3922,1229,398
SomosMuyMadrid,277,1636,401
maotaxi,33751,1618,593
yulocampodonico,44,62,35
odontojuntoaTi,67,260,25
lyxjv602,46,712,287
awarrior828,7925,3229,5658
557_miguel,38318,4813,219
cieIoenlatierra,897,1097,2501
JoaquinFehlandt,1071,163,54
CSingorenko,5462,2003,1203
LearnDDSW,113,415,189
ynowogro,1445,1120,1132
shmooprad,14226,201,27
Gabynette,995,290,98
VisniaSimicic,5589,2091,606
naibafnaibaf,6016,1111,1145
ikimartinez,2801,4834,1342
cami64099035,1195,182,93
MONOTONIA_NO,79929,5080,13775
mlopez19539,1,67,9
o_p_angelica,111,122,26
pierosaavedra,2214,2399,878
RevistaPolvo,7851,2152,5571
macecymella,2,53,10
comunal_de,18,340,173
bea_zamorano,7184,590,640
iamrodrigoruiz,23541,2694,1504
DeliveryxHotxCL,20,162,7
CiudadanoMonsa,13423,1997,1356
Chany422,15,175,6
todosxelcolo,4127,3315,3076
TVaging,6,29,1
anrredita,153,921,356
Tenis_Central,8511,3006,6416
mariamlisveth,38,230,266
ChinochilenoF,983,462,162
dailyplazaoeste,57,207,23
Felipe_UE,9270,1716,1215
chiletrabajos,239102,25628,123154
ClaudioVayacla1,5110,2894,2888
Rigo25121987,2,84,5
emiliox_dc,69,128,24
catacheu,3,47,9
francfue,7270,1678,1161
1969Mago,12,451,13
AleAcevedo83,235,144,139
sara_Arthur16,7655,768,781
MundoExtincion,151,4326,5162
ChristianLete,2598,1588,1627
ba125d6c8e89421,4,51,2
Sabag__,29,216,134
Misbah_456,41,4360,807
fjagul,3157,410,325
ngodoyv,19859,4350,4700
Laotrapasion,12708,1014,14592
CatalinaTorresG,96,3645,2190
Elbaul15,5,37,3
pollokitha20,8,676,89
la_vause,95702,7023,25237
Lobofirefighter,12389,297,214
viscaya13,4327,192,126
valepizzas,78086,8827,10623
JuanFeMorel1,24,117,41
_matidelajara,11,40,15
joh_munoz,68,137,21
SergioValdesB,1299,4986,753
viktorhernan13,2,100,30
Haascrue,2036,414,272
MissCanoTeacher,7,196,11
fintec15,675,600,129
ecurti,1132,576,614
ColombiaTalCual,2447,4227,3549
CansadoPolitic1,2030,2783,21860
CE3LLP,97,270,283
Andrerubilar,10858,1272,443
_rociobg,164,141,23
kgkslsvsyendld,0,2503,43
KrishUrtubia,32823,4729,3729
dr_corral,898,1281,170
mvordenes,12486,579,424
AlmonacidBarr,16,119,8
ApatamaP,73,260,93
Recicla2R2,154,210,140
ErickCalbullanc,1482,361,78
JaviCorvalanA,49,649,373
Marcel45444700,13,76,9
Gabriel73743922,64,647,15
tombiclousso1,27716,2869,2316
MarcoAureli2012,472,116,135
CE3DSM_CE,4,143,26
M_Gutierrez_CL,1227,854,556
juanfau,11317,8535,28608
Carmen_E_muller,201306,17738,28722
malditakabeza,2044,399,429
thrufaithinJC,4401,1271,643
ivfprescriptn,9,166,32
RosesPole,194,114,105
mae_eberle_,136,3787,2421
bicentenariored,5190,527,496
kori_no_tora,12043,1013,178
CarlosCheco_,13831,962,1642
SaulAcua13,2391,4973,3529
pax_araucanii,96496,12460,11911
JuanLemp,1207,5330,4960
CartesZapata,52023,8844,8463
edo1410,28464,3809,2999
FundacionAdumay,392,559,170
thnoinfo,830,333,235
PCastroZ,3226,275,363
tanitim2016,2,2761,287
RubnMuozSoto1,7504,1067,212
comounpescado,15557,5001,3908
corelosrios,4696,1933,7124
SindicatoNMV,565,1201,646
qBYbxhsoNCejN4W,5,65,41
HannibalBilz,554,273,143
Amanece__rc,315,175,18
DanteTeresi,89,774,33
ClaraHefel,255,669,134
concienciahc,174,1538,2140
CancerLatam,653,4965,2041
jctunca,718,429,147
furabilhas,437,1318,386
OtroChilesite,27,565,341
Mauri_AMD,61,615,58
Lilboy31856910,34,496,277
CarritopazMuoz,203,3688,1120
Regena8417,63,3835,244
TheLineChile,238,1198,389
pancheshigh,4463,1048,307
LactonEssy,1538,3324,1936
Laurent68424887,2,812,105
NubleNoticias,10,226,125
Constanzaa_alv,185,129,80
1354Rne,17,83,52
ongas,1546,1492,453
mariano0724,191,243,36
GuiaMovilcl,22366,249991,252259
doniquique,88638,4207,4183
Ivansuper15,3109,456,434
eltio_victor,68,72,32
Wilfred63841257,45,3587,149
ServicioBlue,76,686,168
myritakim,10839,2430,1766
Aranda_Adm,3428,617,327
GinoServato,7283,4931,1975
VWiccan,112,125,52
Gerardo_QPro,2321,3877,1404
MichellLBumps,141,603,124
galeriagaleria2,0,10,1
quirogasamuel,1271,1338,244
Gmonsalve,3590,9369,8517
manuelmarinp,1,370,27
MazurClaudio,17611,4920,5218
bsides_creative,422,2418,2028
De5toR,8263,660,482
Nancho765,718,359,225
MSchivone,18,134,80
Martin_Glez4,3454,382,178
f_santander5,6409,2818,691
the_miguel2011,6,237,327
devxlsNFT,64,410,311
mundaca_raul,2499,703,249
_CarlosCoronado,3749,300,206
pdbcmx,18975,14210,62376
Carmenrodrigod1,11,447,784
iscbjn,84,553,207
ggallardo0703,4617,4884,4859
LinetsChile,2316,499,448
MonoGutierrezl,7789,2017,1883
cancalaf,7212,1085,661
celis_villegas,12178,4381,3564
cfcamposd,0,29,1
mpcorreap,6382,3523,435
covasich,703,210,79
Ciku_Muriithi,9021,18529,27143
foodfitnesslif,1990,5828,4059
Lecimat_Lab,5,143,79
SeysTic,11675,1520,1772
direc_alpaladar,9583,1857,1860
RaizaCampos14,4,115,3
Alzat97k,7,119,10
Dr_Accorsi,8096,12707,15332
manuelamor14,61,174,177
_HappyPocket,130,1718,457
xeo_azul,14331,5049,5028
martagu92011724,1372,134,21
Gazaties,29443,3521,3204
esclotarioblest,775,1330,890
RachellSantee,4,65,8
Gayane_Mello,9212,294,406
Viatea,16412,1361,7404
chio_t,3,81,39
MariRuhh,40,51,25
ManuelPrezGuer3,24318,990,548
AlfonsoHenriq20,6768,4990,2085
Strategy_Gal,47064,113259,145453
Maga_cr1,1723,1017,159
IgnacioUmanzor,1,4,0
SEBLatAm,2050,1012,1731
campbellx57,3,1729,286
2021_cathy,0,29,5
raulconde97,205,1615,2366
FITOWORLD,43564,2223,644
Jonatha72014461,0,18,1
ValeCariaga14,132,133,24
gerpav,1092,461,117
_yoam,741,983,255
phonofobia,639,626,617
cristianfreddyp,49,812,134
FunesDilio,49,176,16
tmukno69,831,386,79
Klau1974,1269,2756,1343
pinceladazul,64175,6325,6256
Alicentagled,53167,4318,5122
davidgrez,3,149,13
mirtamontecino1,8,87,9
RcAna1975,34838,7850,8528
SobreLaVida,161100,49814,53282
cambionombreono,9365,3890,3018
Paogmarin10,210,210,39
Rodpatipelao,1763,2772,2858
vickydelaluz,201,92,28
paz_polilla,68853,6407,24213
Jose08735877,0,556,23
gabi_faundez,19,74,19
CiMonstruosa,1434,212,123
conivaldesc,16607,31246,38397
fas1966,66843,14039,15624
CanouetCc,17775,2231,1154
faduasworld,81,174,59
PameMendozaA,72,480,178
FlavioGarciaSeo,26028,42652,71679
DulceMariaMusic,1446,127932,152403
AlemanaOnline,46,72,110
RumboColectivo,395,521,1744
Elopinologo181,8776,4237,2687
robert_stanl,332,402,53
Valeeh95,3596,198,159
Gabri2l,38074,1749,1137
025fad02f90c4ff,2,54,3
GlobalFootyBlog,7,89,10
nely_44427,1,86,3
esceptico_,133,47,13
JohnCena,6770,270050,13004219
fabianaguirre75,6861,570,1251
lachinitam,21235,3084,4839
foraneostereo,182704,1403,1263
vir_giniaok,5283,1017,468
__s4mu_,7,37,4
abastidaso,308,487,133
AlvaroEmeGe,757,3137,1349
daskapitaledi,609,4850,4586
ImeqDominicana,1981,2958,3806
MrsTSecret85,202,33,27
Jeniffe46803404,13,40,22
donreclamos,14843,1738,922
Deny_Aravena,5770,3178,3651
Danisagal,3913,1788,1737
BascunanLemunao,4603,747,306
FlacoCAParedesG,29189,1532,605
YenifherHache,1173,768,208
m_tellezt,42381,8036,7312
CrisVaccaro,20628,1402,1328
Adventour_2001,7743,3911,2030
efeduque,4527,2126,1333
nati_troncoso,56,242,63
58_maguachie,17563,2232,714
shieldmaiden33,3162,886,771
MarioPinoF,2178,3360,1308
dulcecampo_,33,924,125
Susan291076,4,95,17
_SoulMater_,1439,6230,6150
monitantonia,2295,303,29
felipeabg,1673,967,195
MeVerasVolver3,1302,419,34
KevinMaOficial,6736,5306,5895
facusantesoro,0,59,5
GeorgiaLogCabin,84989,59547,78531
Roberto_busines,144,1901,617
soyeverton,14504,2093,1746
JhonEstrellaA,346,419,80
constanzatorob,4346,415,241
admedhin,0,1350,38
ManuAlcaino,1416,531,416
Claudia08336610,29,325,13
SanPedroJoven1,105,633,265
V412001,3012,1318,865
LorenaPrezLen1,7512,644,581
rodrigodelvalle,7724,981,919
MagdalenaAtria,119281,2333,3949
exploraelqui,114476,5930,7470
CSAFECybersecu1,8,29,9
Beat86030733,49,354,73
kritieee,194,413,10
mathik257,506,222,214
andres_r_j,81,189,37
cheoohs,56,100,53
CLA_Consulting,487,2298,831
empresas_la,1,51,2
lasinvoz,13236,4680,5156
monoshato,662,1375,168
GoreLagos,552,378,1032
Nishmef,13,229,77
kissdanielPR,227,1976,3318
MDRahimHossai16,7050,6192,11554
crisarriagadap,2349,1062,1019
rorolopez,460,238,64
JCmoral_,268,494,307
PRODEMU_Lagos,565,918,501
MunozNeumann,0,79,27
ursulaeggers,42617,5029,7429
Mariaal87354425,408,148,76
RIGeograficas,69,1230,601
1977_pio,598,237,25
CarolynNeculman,19055,2216,2045
KrallPaola,1153,572,254
Krlitar,705,193,51
karlitasando,90,1124,129
moisesgonsalesA,25572,2395,2176
DXVXD_P,23,75,322
esaintjour,160,326,76
NNuxing,16,81,15
tarikheme,338,663,530
ganandoalabolsa,76,951,110
constanzastuar2,301,258,383
makerlabmendoza,228,4579,655
Josecavd,22445,774,11513
CevascoCompleto,14331,1125,1118
ConstrUACh,137,150,219
Perrosen2,130006,2047,1914
Rodriguez5Ita,14,109,10
mauro_mp10,9756,746,814
Viluesa,26593,1860,2233
ELKGRITAYNOCAYA,1379,859,398
giure99,143290,73281,74287
LeKarzz,11668,2239,553
danieldelsure,3148,481,346
rottwailer1990,91049,3775,2802
ramzepp,6822,876,531
IgnaciaJosefa4,235,2304,2054
Santiagojcsvt,668,673,200
_221Be_,695,459,213
Heavenesc,61158,270,376
manuibarrap,57796,1068,539
FranciscaAbarca,146,368,52
Fer_Alves_I,0,174,26
VictorMuAlvz,3684,638,235
Tvn_Online,2937,47064,103463
DinoMB,11492,1097,492
Pibecicuta,32522,4771,1067
Joseorrego,6102,2119,1394
HermannBronca,16971,2863,2599
GabrielaConchaa,3823,880,325
rmnluci,1,759,18
aleperezpavez,3587,519,809
apruebo_tens,342,132,54
Macarenaarceok,14469,2196,778
mazczurita,0,63,11
SrX_memes,4,96,27
Big_Data_ES,928,401,793
FelipeRiffoM,5121,2861,3025
Avolarseadicho,307,546,170
SabinaRivas2020,97820,5888,9184
VeraDicharache2,195,187,62
ClaudioMan18,31,14,11
DenialHost,1509,2385,1058
CulturaCGPMyA,18,169,34
HacemosR,5632,1873,916
TallerAmorMama,888,623,381
montielsalonspa,195,1823,215
albertocecereu,50984,5909,5366
tinaduque2015,4829,1091,1319
estefacalisto,0,196,16
ondinadelsur,627,517,254
mdelicer,4733,2464,673
Evelisa6,0,83,3
mjoserocha2,1252,1743,775
TiareLopes,11,107,9
AnimeCartoonCel,2382,2865,8208
RSteembecker,1,118,12
Alexabl40829751,0,216,19
Lorekemp,478,942,347
jccantuarias,4674,2409,1859
darwingp19,7,731,95
cheloloc,4,20,8
Manuhgth,21399,724,422
oalico,8489,4948,3120
nelsiborquez,2482,567,232
Edgardo26416103,277,1997,1945
SweetB09591373,35,1095,271
AiramAnifesoj,5036,827,302
PhilMusante,1723,3576,1375
Julio82Palma,969,266,47
jacklov04189725,78,2193,65
aesthet73908391,30,313,57
PlazaItaliaStgo,18957,14536,21678
Unserguiomas,6,218,83
EspinozaJulhy,4,1,1
Cabify_Chile,17559,4228,22443
cweldt,1346,563,109
Konnytha_crazy,795,478,118
CR_Araucania,237,723,288
weac2,9500,1381,885
6BillionPeople,182551,4220643,2102072
JoaquinPrietoB2,157,203,116
lola_crampton32,16,3366,868
Anddyp1,1989,4789,8985
guororororoi,69842,3228,4265
NachoMansillaM,55,215,37
Mari_Camavi,1003,223,74
ElisaLoncon,25358,2615,11709
Loud_Bruno9,13,238,66
Crespa2010,64,64,34
corderodelcampo,7255,2320,469
deivitmore,1419,4956,2190
miriataceli,1548,133,137
planvitalafp,19784,3764,20183
kimen_sougu,50,293,357
SanhuezAbel,1,65,2
pazinostroza_,9356,296,502
InvictusClick,1817,1485,252
PinarCristobal,188,112,58
abraham_oyarzun,827,2024,2177
alr68015410,2,113,18
marceloclap,45069,576,756
achigachile,4088,3321,6171
JerezSaga24,196,113,46
AndreTrivelli,4281,1725,1145
travelclubchile,3583,1819,4215
LyndsayCabildo,7285,36085,32873
matiasncv,1119,398,111
klaus_bernard,1060,711,605
LISETSCIARAFFIA,318,341,99
pipeta86,6,109,5
Danigomez_88,880,329,165
eduardoproboste,2767,3867,3450
profebolson,11412,1384,897
AdeAda199,10445,307,92
NSulsa,30106,831,945
mjrengifo,1604,2579,1910
iridiscent33,599,424,482
ValerieClemens6,218,325,102
Bellina06678097,2,1255,176
Cristia37252413,3,310,11
Alejand87928726,15,52,9
MazaNNk61,6,8022,7382
_R3s1st3nc3_,3773,1007,659
sadar2016,68837,2088,1058
devsynart,1713,563,706
MarioElias77,88798,4998,3902
Maquiavelico199,9,399,9
CynQuezada,43681,4911,2019
Anonymu72688803,131,4162,495
alfarocastro,44646,10389,10416
ArauConverge,103,1378,759
Leo_Toledo045,71,159,95
cordoba_jdiego,3902,1399,1012
EriPame2,14219,10828,9962
corinag06333510,4342,2108,210
Coraz0nProfund0,165933,83423,78992
Magdavete,2647,4169,5843
JpYaipi,50,74,46
mondini1912,93847,9607,11530
ja1meCC,16637,1008,644
villaunarc,773,533,543
JamesElfer,1236,99,625
demayorocks,13698,333,2170
GiovanniDG5,39,120,16
potito15,0,201,37
kanatran_1,46,98,18
premio_avonni,6893,3941,10965
Ptrely07,884,1180,209
NegriCheli,65733,2564,1962
PatriaLiberdad,8263,1824,1837
roxan109,0,75,1
BasilioZabrodi3,100,67,2
BahiaPucon,15,384,33
Alexandratraves,101,7945,9270
Bellayaudaz,0,1,6
Clauliquidador,856,307,35
Throwymusic,350,190,126
DanielJ06423199,164,1118,68
TEMUCOSTORE,29,987,388
CGostlinf,2019,4999,4483
silviavale7,1998,1639,958
Fa19El,7814,2343,345
mamuchi57,171711,9470,9452
aileenritter,10,37,33
Valenti53649655,32,535,499
Miguel3875Ml,7,384,30
AnaMenesesQ,272,189,30
BBVARe_mx,697223,40006,119896
margaritalf,596,275,83
JoeyBats19,4861,883777,1098250
Musashi_code,7341,2756,1326
LibreAmaranta,223,904,153
gilmar38576201,3044,327,84
AleWeisse,19958,13189,22967
RCid1986,54,3196,286
Amoe36879863,1263,101,70
Apruebonc,2817,451,210
Naes774,1174,2560,2550
jov_bresciani,59,1427,163
portalarduino,49207,3268,8481
ampuero2810,2207,759,383
belenkisOtt,25698,1771,994
laguadalupe109,61,327,52
nauticoquilmes,298,106,211
ElResolver,38771,7091,7453
Papomaster2016,26,373,26
Iinterservic,23,4689,469
DaileyCharles1,78,1156,11
brainofbri7ln,1,630,59
VichooNunez,85,268,163
AICCTU_tweets,2269,1851,2724
franciscopradog,14783,605,2965
dzunino10,845,575,148
EdoRamirez_D24,8,37,21
BateroRock,2678,6739,6419
Nicochan33,438183,83047,90682
FelipeBudinich,5784,502,2807
turismoislamoch,63,989,229
Miss_Hamilt,52099,92496,97664
pattyflores08,8169,1295,371
Soledad67652244,0,46,4
soonyamo,64,85,72
arochaoliva,562,382,172
LaloBFuentes1,3937,48,21
GonzyMaca,1476,2766,2678
faundez_vanessa,5384,628,620
jorgelopezg,7612,1948,3229
hernan_rodam,365,78,22
matus_marta,13525,388,300
ccondezat,2608,325,236
edovergarat,3320,2162,662
AntisemitismoR,10,147,32
gueddes,5862,134,160
DanielY2K,11565,17467,45349
17Meilyn,0,68,2
CARLOS91115769,1339,1861,934
Cristop00399918,6,613,162
elli_clari,5113,4902,5078
facundo_leonor,78,980,138
anrodrival,1749,298,106
aspeaker66,73950,2533,2924
Bicibles_,56,1417,284
RikiSF,28675,664,881
moshe_sm,29080,2796,2826
MConsuelofg,122476,1403,1847
D_DocenteUDLA,152,116,115
Jandita_Beia,1882,4822,6776
SiyaRaps,2174,17272,18217
lavidamagik,3559,3200,574
ColectivaOleaje,549,429,381
wlamadriz,13974,375,384
urbinadice,868,1451,67
burgosbilbaofco,103,115,1
GospelWords,52358,3219,2722
RayoMcFurious,228,1849,249
LibrosChevengur,6989,3999,5667
andresamengual,110664,8161,10517
MoshoodOwolabi3,312,619,133
NicoIbarra7,3333,3354,1879
jfgonzalema,41002,2511,3408
netty_sch,9538,822,313
Sodimall_trebol,49,1132,344
IgniteBNS,335,3873,668
Danyyta4,0,52,7
Javireyesj,7215,6265,12528
LuisCari10,3,281,0
_MaRu_23,539,373,78
alenkay,4941,536,504
duranmonica181,46,1032,355
BannalPro,51,1046,286
Chocomi30170015,1634,503,526
Ale50665476,13801,634,599
MonttSevas,6655,1409,395
WeonClaseMedia,8435,3385,3025
crisram2011,42371,2243,2314
dchamia,4682,1744,1507
Hoteleschilenos,5175,4331,3822
Bi_natural,113468,26740,27636
CHILELI24194208,1409,1303,704
healing_hands9,8662,7746,7745
MacarenaSofaTo1,6,34,3
fjolivos,1456,975,383
hecktor88,86,156,40
aliya_amani,0,3457,2133
8e8024cea2c9409,28,780,88
Maxpowersur01,14261,7699,7689
NachoSoto316,16783,1261,778
signature_dates,0,167,38
lgmprimero,62163,11191,11251
bnbart_nft,485,3978,3377
LIAMPULENT0,24402,5220,5450
Patnography,0,121,22
Naibaf57432647,18,617,172
Javita_714,36,181,47
Kako_Norambuena,348,1010,243
Samuel20487342,472,1136,337
sammywalters29,981,2156,980
rinotwitero,1061,3029,1265
YanetsyTerry,2112,981,945
mauriciogutie12,904,185,31
GuilleAc90,0,2,2
geozchile,1,601,425
WILLYCALDERNSN1,3,47,29
FallenEchelon11,886,1132,338
Lorena79662478,6,62,5
ECristianMoya,743,4841,1211
HolidayVive,27,230,32
_jtroncoso,2977,2325,2228
Dobbyyprim,148,159,54
Fran23_V,1883,2014,1841
TatianaEduviges,27295,5002,3203
RobertoICOC,41675,1607,704
smlasanimas,115,336,209
Sypty,13336,1265,763
maxxximilano,6785,2330,1663
Rodrigo02219912,1859,1513,128
corfal_arica,1864,381,617
rossy_meza32,84,365,40
FeriantesCL,13437,23546,25331
rafasabat,8614,9921,10337
Pdpwomen_Red,104,895,238
karim_noramb,6245,456,393
LoretoFeres,17572,488,764
Podoves35,37779,2029,2096
tiendadeisidora,35,1876,790
_makisss,105950,4383,8599
ChileMasV1,236,274,44
AndresFornells,75897,9189,9102
Hernan_Plx,13,133,21
n0thlng_here,1484,2411,3335
FLORENCIAELGUE6,1849,1092,2409
Fevertree_cl,508,4741,1183
Daniel_M_V,427,539,213
Patty_Ely,278990,1716,1912
ICI6767,15,246,1
IndignadosRed,16188,1974,973
OutOxchile,422,1251,424
WallyCorr,75,981,47
Fernn54588996,0,72,1
mgarciab,28,91,31
unc1udadano,15968,2593,1775
dani_pardo,16251,4003,1434
C_loreto82,24,457,86
Jose_Cuevas_B,2402,839,207
buscamotel,13131,2055,2490
PlantxL,649,396,375
YessiCabreraG,13875,1252,1017
manitosde_hacha,265,230,48
FlorenciaNat,21882,811,755
Greengascafe,28,374,175
Alexand64490957,4,748,33
iNousApp,0,4,3
ok_kalit,24,161,21
OscarOrtizE2,9358,18154,19325
poppytokens,743,3733,787
arodriguezsh,1216,771,123
redneck69851117,185,233,42
martinezvic1,0,3,5
UTalca,36693,7955,26504
pilargonzalezv,11137,1036,2210
changomorrino,39856,2087,1482
SanguesaP,3999,558,333
DdhhProvidencia,140,170,246
Nuria_88885,30,1919,30
ignacio8821,2971,4704,2636
CarlosKhoury4,3,399,8
LAWMediaPro,99,869,145
ElFuturoEsHoyEc,1657,8808,6014
Jeniffe02573965,0,63,13
JPSchnitzler,389,444,251
nicolaselgamer,35,1763,477
tomas_maureira,7,94,3
romyvendetta,677,3907,1696
MarianoVaccaro,12383,2331,1418
castienglert,16,49,18
itavaldebenito1,0,47,11
alonsovelaruiz,1693,2476,2335
Orsr77,3391,292,263
jaimemonjesf,1053,274,96
tasidermista,11876,4325,1706
99Katitha,6,195,14
Panchomoll,12,174,13
Conaresa,41,82,127
Dany_3ero,42,1281,237
vale_alarcon_e,2120,412,288
DELEONBLANCA,11586,2361,2914
SITREM_CONAF,5357,479,873
tabitalovera,35,59,5
rossishelton,31506,3269,1914
LokoLuis18,118,46,11
carmenpazsoto,586,1729,712
infochileturism,231,534,244
Terete14384458,584,177,15
ComunicateChile,113,66,98
Mal_arreao,85243,2896,3684
30Ros3,11182,1910,1898
TodoAccesible,17779,11159,12675
crimunkei,1503,441,499
Viviana50206870,36,43,18
SalehNatalia,4,93,14
GiulianaParga,18243,6060,9964
LizamaSport,14733,1262,991
OEPanama,9736,1097,3373
Victi89,898,1202,293
Sanyasonin,4035,12194,11798
JuguetesFamosa,8443,269,6232
gearkis,6451,3479,2963
crisgutier1,6555,1984,1153
PietroboniCarla,1131,364,54
madeofdisaster,1846,428,165
LyaGonzalez1,110405,9116,9676
KaKtiapaz,172,786,80
Christi26307980,192,774,46
Jack252830,35,57,4
sebucha,60254,4971,3458
BruixaC,24110,1238,4045
CarlosR79813794,0,54,17
tbajalf,2491,132,53
venturanjoyce,7114,2513,3808
fpenacortes,42,130,144
Camicasstro,49908,14187,15621
flumbuster,2751,3831,73
javendaXtw,18241,1226,592
Murielvaldeneg1,50,88,23
AlexJaramilloT,661,447,105
PrensaFutbol,222655,31586,219675
Marcela03185712,20747,4970,3615
EdwardCordero,2586,164,75
PresiManalich,875,2151,1849
ricardotesta,3567,853,484
GotaDeRoci0,694,4801,1126
enlanoticiafm,15869,6386,20484
ReydeNegras,18148,3203,5609
